12	I	11	1	2	" 1,352,615.04 "	 -   	" 1,352,615.04 "	" 1,701,194.22 "	" 1,700,901.91 "	" (348,579.18)"				
12	I	11	2	1	" 4,465,231.09 "	 -   	" 4,465,231.09 "	" 3,308,228.03 "	" 2,703,579.07 "	" 1,157,003.06 "				
12	I	11	2	2	" 747,159.31 "	 -   	" 747,159.31 "	" 953,124.75 "	" 683,435.76 "	" (205,965.44)"				
12	I	11	2	3	 44.87 	 -   	 44.87 	 100.00 	 100.00 	 (55.13)				
12	I	11	2	6	" 1,401,531.22 "	 -   	" 1,401,531.22 "	" 1,418,703.49 "	" 1,418,410.28 "	" (17,172.27)"				
12	I	11	2	7	" 750,892.64 "	 -   	" 750,892.64 "	" 888,866.90 "	" 831,830.62 "	" (137,974.26)"				
12	I	11	3	12	" 39,684.83 "	 -   	" 39,684.83 "	" 50,161.11 "	" 50,070.56 "	" (10,476.28)"				
12	I	11	7	4	" 2,030,592.55 "	 -   	" 2,030,592.55 "	" 2,333,770.90 "	" 2,228,489.88 "	" (303,178.35)"				
12	I	11	7	8	" 68,549.76 "	 -   	" 68,549.76 "	" 45,538.80 "	" 44,610.80 "	" 23,010.96 "				
12	I	11	7	10	 99.83 	 -   	 99.83 	 75.00 	 75.00 	 24.83 				
12	I	13	1	2	" 328,907.61 "	 -   	" 328,907.61 "	" 455,704.83 "	" 452,384.63 "	" (126,797.22)"				
12	I	13	1	3	" 443,259.05 "	 -   	" 443,259.05 "	" 413,456.41 "	" 409,771.93 "	" 29,802.64 "				
12	I	13	1	6	 280.00 	" 50,400.00 "	" 50,680.00 "	" 28,574.50 "	" 28,371.50 "	" 22,105.50 "				
12	I	13	1	7	 100.00 	 -   	 100.00 	 -   	 -   	 100.00 				
12	I	13	1	8	" 36,594.40 "	 -   	" 36,594.40 "	" 92,314.23 "	" 82,235.51 "	" (55,719.83)"				
12	I	13	1	9	" 561,567.22 "	 -   	" 561,567.22 "	" 460,978.00 "	" 460,757.00 "	" 100,589.22 "				
12	I	13	1	10	" 635,139.82 "	 -   	" 635,139.82 "	" 980,404.24 "	" 923,095.48 "	" (345,264.42)"				
12	I	13	1	11	" 5,487.00 "	" 135,036.00 "	" 140,523.00 "	" 115,020.50 "	" 113,936.50 "	" 25,502.50 "				
12	I	13	1	12	" 471,244.98 "	 -   	" 471,244.98 "	" 328,617.39 "	" 218,018.32 "	" 142,627.59 "				
12	I	13	1	14	" 67,060.50 "	 -   	" 67,060.50 "	" 97,433.70 "	" 93,827.70 "	" (30,373.20)"				
12	I	13	1	16	" 2,701,168.75 "	 -   	" 2,701,168.75 "	" 988,582.11 "	" 846,680.63 "	" 1,712,586.64 "				
12	I	13	1	17	" 7,195.50 "	 -   	" 7,195.50 "	" 22,639.57 "	" 18,634.37 "	" (15,444.07)"				
12	I	13	1	18	" 314,082.68 "	 -   	" 314,082.68 "	" 373,962.40 "	" 367,842.33 "	" (59,879.72)"				
12	I	13	1	20	" 5,150.12 "	 -   	" 5,150.12 "	" 19,381.31 "	" 19,136.93 "	" (14,231.19)"				
12	I	13	1	21	" 179,564.54 "	 -   	" 179,564.54 "	" 132,940.65 "	" 124,341.17 "	" 46,623.89 "				
12	I	13	1	27	" 92,767.26 "	 -   	" 92,767.26 "	" 53,537.99 "	" 53,104.94 "	" 39,229.27 "				
12	I	13	1	28	" 7,434.00 "	 -   	" 7,434.00 "	" 3,792.04 "	" 3,521.20 "	" 3,641.96 "				
12	I	13	1	99	" 1,403,764.05 "	 -   	" 1,403,764.05 "	" 1,389,892.65 "	" 1,219,819.01 "	" 13,871.40 "				
12	I	13	3	8	" 30,000.00 "	 -   	" 30,000.00 "	" 16,102.18 "	" 16,102.18 "	" 13,897.82 "				
12	I	13	4	6	" 8,866,463.38 "	" (6,000.00)"	" 8,860,463.38 "	" 359,510.36 "	" 183,510.93 "	" 8,500,953.02 "				
12	I	13	4	7	" 200,000.00 "	 -   	" 200,000.00 "	" 995,125.01 "	" 796,541.77 "	" (795,125.01)"				
12	I	13	4	8	" 200,000.00 "	 -   	" 200,000.00 "	" 39,449.28 "	" 23,629.33 "	" 160,550.72 "				
12	I	13	4	9	" 200,000.00 "	 -   	" 200,000.00 "	" 113,512.37 "	" 53,728.25 "	" 86,487.63 "				
12	I	13	4	11	" 200,000.00 "	 -   	" 200,000.00 "	 -   	 -   	" 200,000.00 "				
12	I	13	4	12	" 1,000.00 "	 -   	" 1,000.00 "	 -   	 -   	" 1,000.00 "				
12	I	13	4	99	" 1,000.00 "	 -   	" 1,000.00 "	" 62,862.54 "	" 53,745.88 "	" (61,862.54)"				
12	I	14	2	1	" 21,936.82 "	 -   	" 21,936.82 "	" 21,658.40 "	" 21,630.90 "	 278.42 				
12	I	14	2	2	" 2,602.11 "	 -   	" 2,602.11 "	" 1,853.83 "	" 1,839.33 "	 748.28 				
12	I	14	2	6	" 280,948.40 "	 -   	" 280,948.40 "	" 161,435.34 "	" 142,987.23 "	" 119,513.06 "				
12	I	14	2	7	 636.32 	 -   	 636.32 	 921.59 	 912.09 	 (285.27)				
12	I	14	2	10	" 58,511.96 "	 -   	" 58,511.96 "	" 21,750.51 "	" 21,750.51 "	" 36,761.45 "				
12	I	14	2	99	" 111,391.10 "	 -   	" 111,391.10 "	" 126,677.37 "	" 123,737.54 "	" (15,286.27)"				
12	I	14	3	1	" 3,300,000.00 "	 -   	" 3,300,000.00 "	" 4,088,549.76 "	" 3,496,121.07 "	" (788,549.76)"				
12	I	14	3	3	" 1,100,000.00 "	 -   	" 1,100,000.00 "	" 1,419,892.45 "	" 1,218,921.72 "	" (319,892.45)"				
12	I	14	3	99	" 2,301,221.53 "	" (226,942.13)"	" 2,074,279.40 "	" 1,771,378.40 "	" 1,639,876.82 "	" 302,901.00 "				
12	I	17	1	6	" 150,000.00 "	 -   	" 150,000.00 "	 -   	 -   	" 150,000.00 "				
12	I	17	1	7	" 5,000.00 "	 -   	" 5,000.00 "	" 3,197.00 "	" 3,197.00 "	" 1,803.00 "				
12	I	17	1	8	" 1,000.00 "	 -   	" 1,000.00 "	 -   	 -   	" 1,000.00 "				
12	I	17	2	1	" 1,000.00 "	 -   	" 1,000.00 "	 -   	 -   	" 1,000.00 "				
12	I	17	2	2	" 1,046,233.85 "	 -   	" 1,046,233.85 "	" 1,094,014.56 "	" 1,033,784.75 "	" (47,780.71)"				
12	I	17	2	4	" 14,626.46 "	 -   	" 14,626.46 "	" 12,627.13 "	" 11,323.57 "	" 1,999.33 "				
12	I	17	3	1	" 540,345.76 "	 -   	" 540,345.76 "	" 410,836.89 "	" 410,836.44 "	" 129,508.87 "				
12	I	17	3	2	" 14,078.85 "	 -   	" 14,078.85 "	" 12,972.20 "	 -   	" 1,106.65 "				
12	I	17	4	2	" 691,908.18 "	 -   	" 691,908.18 "	" 1,127,259.51 "	" 868,763.46 "	" (435,351.33)"				
12	I	17	4	4	" 19,157.45 "	 -   	" 19,157.45 "	" 185,495.55 "	" 185,495.55 "	" (166,338.10)"				
12	I	17	4	10	" 17,700.00 "	 -   	" 17,700.00 "	" 10,944.00 "	" 2,160.00 "	" 6,756.00 "				
12	I	17	4	16	" 6,300,000.00 "	 -   	" 6,300,000.00 "	" 2,651,264.18 "	" 1,196,633.78 "	" 3,648,735.82 "				
12	I	17	4	99	" 160,932.62 "	" 144,000.00 "	" 304,932.62 "	" 483,243.72 "	" 371,323.36 "	" (178,311.10)"				
