12|111|1|0|540.12|0.00|35545071.94|35541061.93|35545612.06|35541061.93|4550.13|0.00
12|111|3|0|5195018.98|0.00|113247335.37|117267998.93|118442354.35|117267998.93|1174355.42|0.00
12|111|15|0|287.19|0.00|30255531.40|30185276.70|30255818.59|30185276.70|70541.89|0.00
12|111|33|0|138.43|0.00|17142.42|17142.42|17280.85|17142.42|138.43|0.00
12|111|35|0|242324.19|0.00|1694278.50|1692728.71|1936602.69|1692728.71|243873.98|0.00
12|112|1|1|0.10|0.00|1000.00|166.66|1000.10|166.66|833.44|0.00
12|112|1|2|18480.38|0.00|69147.20|67013.97|87627.58|67013.97|20613.61|0.00
12|112|3|0|0.00|0.00|10561983.63|4263381.52|10561983.63|4263381.52|6298602.11|0.00
12|112|5|0|0.00|0.00|2894706.70|2560361.06|2894706.70|2560361.06|334345.64|0.00
12|112|11|0|6930.48|0.00|0.00|0.00|6930.48|0.00|6930.48|0.00
12|112|13|1|5637.27|0.00|3508.74|3964.02|9146.01|3964.02|5181.99|0.00
12|112|13|3|15931.95|0.00|35568.68|51500.63|51500.63|51500.63|0.00|0.00
12|112|15|1|47.00|0.00|27058.65|27058.65|27105.65|27058.65|47.00|0.00
12|112|15|3|264.56|0.00|25409.06|25409.06|25673.62|25409.06|264.56|0.00
12|112|23|0|0.00|0.00|735.30|735.30|735.30|735.30|0.00|0.00
12|112|36|0|1653652.81|0.00|6922.00|403357.99|1660574.81|403357.99|1257216.82|0.00
12|112|50|0|0.00|0.00|0.02|0.00|0.02|0.00|0.02|0.00
12|113|11|0|0.00|0.00|11220573.32|10009317.48|11220573.32|10009317.48|1211255.84|0.00
12|113|13|0|0.00|0.00|9484680.49|8003737.24|9484680.49|8003737.24|1480943.25|0.00
12|113|14|0|0.00|0.00|7775623.33|6823137.10|7775623.33|6823137.10|952486.23|0.00
12|113|17|0|0.00|0.00|4638617.88|3172872.82|4638617.88|3172872.82|1465745.06|0.00
12|113|18|0|0.00|0.00|3364316.86|3166867.57|3364316.86|3166867.57|197449.29|0.00
12|113|19|0|0.00|0.00|575365.35|548719.48|575365.35|548719.48|26645.87|0.00
12|113|24|0|0.00|0.00|54880.64|54880.64|54880.64|54880.64|0.00|0.00
12|113|28|0|0.00|0.00|32754620.48|24009141.60|32754620.48|24009141.60|8745478.88|0.00
12|113|36|0|0.00|0.00|17123071.80|17068543.39|17123071.80|17068543.39|54528.41|0.00
12|113|81|2|0.00|0.00|231158.07|231158.07|231158.07|231158.07|0.00|0.00
12|113|98|0|0.00|0.00|17880636.77|17880636.77|17880636.77|17880636.77|0.00|0.00
12|122|5|4|1468218.64|0.00|2484.00|0.00|1470702.64|0.00|1470702.64|0.00
12|122|5|7|240000.00|0.00|0.00|0.00|240000.00|0.00|240000.00|0.00
12|122|5|9|38411.38|0.00|0.00|0.00|38411.38|0.00|38411.38|0.00
12|122|5|99|38500.00|0.00|0.00|0.00|38500.00|0.00|38500.00|0.00
12|124|98|1|33744021.44|0.00|0.00|18656654.07|33744021.44|18656654.07|15087367.37|0.00
12|125|31|1|8291.89|0.00|0.00|0.00|8291.89|0.00|8291.89|0.00
12|131|1|2|333768.78|0.00|12406.81|148935.56|346175.59|148935.56|197240.03|0.00
12|131|1|3|112929.05|0.00|0.02|0.00|112929.07|0.00|112929.07|0.00
12|131|1|4|36392.30|0.00|80282.97|88657.12|116675.27|88657.12|28018.15|0.00
12|131|1|5|2483.10|0.00|7992.42|7972.52|10475.52|7972.52|2503.00|0.00
12|131|1|10|7.83|0.00|0.00|0.00|7.83|0.00|7.83|0.00
12|131|1|11|6383.78|0.00|0.22|0.00|6384.00|0.00|6384.00|0.00
12|131|1|13|9554.01|0.00|0.01|2794.00|9554.02|2794.00|6760.02|0.00
12|131|1|14|29530.24|0.00|0.00|0.00|29530.24|0.00|29530.24|0.00
12|133|15|10|273575.47|0.00|315540.85|0.00|589116.32|0.00|589116.32|0.00
12|133|31|5|8139.24|0.00|15761.68|0.00|23900.92|0.00|23900.92|0.00
12|133|32|99|13622.32|0.00|1486.80|0.00|15109.12|0.00|15109.12|0.00
12|133|34|99|0.00|0.00|1314.88|0.00|1314.88|0.00|1314.88|0.00
12|133|35|4|114164.31|0.00|48057.80|0.00|162222.11|0.00|162222.11|0.00
12|133|36|1|12959.52|0.00|3239.88|0.00|16199.40|0.00|16199.40|0.00
12|133|36|3|2576.00|0.00|0.00|0.00|2576.00|0.00|2576.00|0.00
12|133|36|6|22500.00|0.00|26013.92|0.00|48513.92|0.00|48513.92|0.00
12|133|38|1|0.00|0.00|1677.41|0.00|1677.41|0.00|1677.41|0.00
12|133|38|11|11096.46|0.00|18723.96|0.00|29820.42|0.00|29820.42|0.00
12|133|45|3|0.00|0.00|421.80|0.00|421.80|0.00|421.80|0.00
12|133|45|4|1899.68|0.00|183.93|0.00|2083.61|0.00|2083.61|0.00
12|135|1|99|7498.00|0.00|0.00|0.00|7498.00|0.00|7498.00|0.00
12|135|5|99|728643.78|0.00|183015.13|160868.45|911658.91|160868.45|750790.46|0.00
12|135|38|1|0.00|0.00|415.92|0.00|415.92|0.00|415.92|0.00
12|141|1|3|809743.16|0.00|113474.74|146761.06|923217.90|146761.06|776456.84|0.00
12|141|1|4|11964482.92|0.00|2609544.44|1093794.16|14574027.36|1093794.16|13480233.20|0.00
12|141|1|5|7026487.85|0.00|2752275.44|36213.99|9778763.29|36213.99|9742549.30|0.00
12|141|1|6|95944.75|0.00|149351.17|22408.79|245295.92|22408.79|222887.13|0.00
12|141|1|7|2388022.09|0.00|679620.73|103068.51|3067642.82|103068.51|2964574.31|0.00
12|141|1|8|361002.59|0.00|12801.00|285489.80|373803.59|285489.80|88313.79|0.00
12|141|1|9|32311.33|0.00|100.00|5962.84|32411.33|5962.84|26448.49|0.00
12|141|1|10|0.00|0.00|3080.00|0.00|3080.00|0.00|3080.00|0.00
12|141|3|1|64335980.76|0.00|15000.00|0.00|64350980.76|0.00|64350980.76|0.00
12|141|3|2|55046812.88|0.00|652075.17|0.00|55698888.05|0.00|55698888.05|0.00
