INSTITUCION;UNIDAD ADMINISTRATIVA;JEFE DE UNIDAD;NIVEL CUMPLIDO;PRODUCTO/SERVICIO;INDICADOR;META PROYACTADA;META CUMPLIDA;%CUMPLIMIENTO;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;GESTION DE PLANIFICACION SEGUIMIENTO Y EVALUACION DE LA GESTION;GUERRERO JARAMILLO BYRON XAVIER;0.0;INFORMES SOBRE CUMPLIMIENTO Y APLICACION DE CONVENIOS Y COMPROMISOS DE LA GESTION HOSPITALARIA;NRO DE INFORMES REALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;GESTION DE PLANIFICACION SEGUIMIENTO Y EVALUACION DE LA GESTION;GUERRERO JARAMILLO BYRON XAVIER;0.0;REPORTES Y SEGUIMIENTO DE LOS CONVENIOS QUE TENGA EL HOSPITAL CON OTRAS INSTITUCIONES DE SALUD, PÚBLICAS, PRIVADAS E INTERNACIONALES;NRO DE REPORTES REALIZADOS;6.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;GESTION DE PLANIFICACION SEGUIMIENTO Y EVALUACION DE LA GESTION;GUERRERO JARAMILLO BYRON XAVIER;0.0;REFORMAS PRESUPUESTARIAS;NRO DE REFORMAS REALIZADAS;50.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;GESTION DE PLANIFICACION SEGUIMIENTO Y EVALUACION DE LA GESTION;GUERRERO JARAMILLO BYRON XAVIER;0.0;SISTEMA DE MONITOREO Y SEGUIMIENTO DE LA PLANIFICACIÓN ANUAL DE INVERSIONES, ESTRATÉGICO, DE OBJETIVOS, METAS, INDICADORES Y CONVENIOS;NRO DE SISTEMAS DE MONITOREO REALIZADOS;6.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;GESTION DE PLANIFICACION SEGUIMIENTO Y EVALUACION DE LA GESTION;GUERRERO JARAMILLO BYRON XAVIER;0.0;PLAN DE INVERSIÓN DE HOSPITAL EN COORDINACIÓN CON LA UNIDAD FINANCIERA PARA LA APROBACIÓN DEL GERENTE HOSPITALARIO/A Y EL COMITÉ RESPECTIVO (PAPP NACIONAL AVALES);NRO DE PLANES ELABORADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;GESTION DE PLANIFICACION SEGUIMIENTO Y EVALUACION DE LA GESTION;GUERRERO JARAMILLO BYRON XAVIER;0.0;PLAN ESTRATÉGICO DEL HOSPITAL, ENFOCADO A LOS OBJETIVOS INSTITUCIONALES PARA LA APROBACIÓN DEL GERENTE HOSPITALARIO/A Y EL COMITÉ RESPECTIVO;NRO DE PLANES ELABORADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;GESTION DE PLANIFICACION SEGUIMIENTO Y EVALUACION DE LA GESTION;GUERRERO JARAMILLO BYRON XAVIER;0.0;PLAN OPERATIVO ANUAL DEL HOSPITAL, EN FUNCIONN DE LOS INSUMOS PRESENTADOS POR CADA UNA DE LAS UNIDADES Y PARA LA APROBACION DEL GERENTE HOSPITALARIO/A Y EL COMIT� RESPECTIVO;NRO DE PLANES ELABORADOS;2.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;GESTION DE PLANIFICACION SEGUIMIENTO Y EVALUACION DE LA GESTION;GUERRERO JARAMILLO BYRON XAVIER;0.0;SISTEMA DE CONTROL Y EVALUACIÓN DE LA GESTIÓN CLÍNICO FINANCIERA E IMPLANTACIÓN DEL CUADRO DE MANDOS GPR;NRO DE SISTEMAS DE CONTROL REALIZADOS;6.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;GESTION DE PLANIFICACION SEGUIMIENTO Y EVALUACION DE LA GESTION;GUERRERO JARAMILLO BYRON XAVIER;0.0;SISTEMA DE INFORMACIÓN QUE FACILITE LA TOMA DE DECISIONES, EN COORDINACIÓN CON LA UNIDAD DE CALIDAD Y LAS DISTINTAS ÁREAS DEL HOSPITAL;NRO. DE SISTEMAS DE INFORMACION REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ASESORIA  JURIDICA;GUERRERO JARAMILLO BYRON XAVIER;0.0;ATENCION SUSTANCIADA A LOS RECLAMOS Y RECURSOS ADMINISTRATIVOS PRESENTADOS QUE SON DE SU COMPETENCIA;NRO. DE ATENCIONES REALIZADAS;30.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ASESORIA  JURIDICA;GUERRERO JARAMILLO BYRON XAVIER;0.0;ARCHIVO DE LAS LEYES, CONTRATOS, CONVENIOS, JUICIOS, EXPEDIENTES DE COACTIVAS, REGLAMENTOS, DECRETOS, RESOLUCIONES, ACUERDOS U OTROS INSTRUMENTOS JURI�DICOS;NRO. DE ARCHIVOS REALIZADOS;30.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ASESORIA  JURIDICA;GUERRERO JARAMILLO BYRON XAVIER;0.0;DEFENSA JURÍDICA DEL HOSPITAL CON EL DELEGADO DE LA PROCURADURÍA GENERAL DEL ESTADO, EN LOS PROCESOS CONTENCIOSOS ADMINISTRATIVOS, RECURSOS, ACCIONES DE PROTECCIÓN, LABORAL, CIVIL, ESPECIAL, PENAL, CON LA FINALIDAD DE PROTEGER LOS INTERESES DEL HOSPITAL;NRO. DE DEFENSAS REALIZADAS;10.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ASESORIA  JURIDICA;GUERRERO JARAMILLO BYRON XAVIER;0.0;CONTRATOS Y CONVENIOS DE LA INSTITUCIÓN, DISPUESTOS Y AUTORIZADOS POR LA GERENCIA HOSPITALARIA Y EN COORDINACIÓN CON OTRAS UNIDADES DEL HOSPITAL, CUMPLIENDO CON LO QUE ESTABLECE LA LEY Y DEMÁS ACTOS LEGALES;NRO. DE CONTRATOS REALIZADOS;80.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ASESORIA  JURIDICA;GUERRERO JARAMILLO BYRON XAVIER;0.0;INFORMES LEGALES PARA LAS AUTORIDADES SUPERIORES;NRO. DE INFORMES REALIZADOS;30.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ASESORIA  JURIDICA;GUERRERO JARAMILLO BYRON XAVIER;0.0;DICTÁMENES Y CRITERIOS DE CONFORMIDAD CON LA LEY;NRO. DE DICTAMENES REALIZADOS;50.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ASESORIA  JURIDICA;GUERRERO JARAMILLO BYRON XAVIER;0.0;ACCION SOBRE DEMANDAS Y JUICIOS A LA INSTITUCION HASTA LA CULMINACION EN SENTENCIA;NRO. DE ACCIONES REALIZADAS;5.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ASESORIA  JURIDICA;GUERRERO JARAMILLO BYRON XAVIER;0.0;ASESORIA JURI�DICA EN LAS DIFERENTES ACTIVIDADES DEL HOSPITAL;NRO. DE ASESORIAS REALIZADAS;50.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE COMUNICACION;GUAICHA GUAICHA FRANCO DAVID;0.0;ELABORACION DE DISENOS Y VIDEOS PROMOSIONALES DE LA INSTITUCION;NRO. DE DISENOS ELABORADOS;30.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE COMUNICACION;GUAICHA GUAICHA FRANCO DAVID;0.0;PUBLICACION DE NOTAS PERIODISTICAS EN MEDIOS DE COMUNICACION TRADICIONAL Y DIGITAL;NRO. DE NOTAS REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE COMUNICACION;GUAICHA GUAICHA FRANCO DAVID;0.0;ACTIVIDADES DENTRO Y FUERA DEL HOSPITAL COMO FERIAS, CASAS ABIERTAS PARA QUE PARTICIPEN DE ESTAS ACTIVIDADES;NRO. DE ACTIVIDADES REALIZADAS;10.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE COMUNICACION;GUAICHA GUAICHA FRANCO DAVID;0.0;EVENTOS QUE SE LLEVEN A CABO EN EL HOSPITAL;NRO. DE EVENTOS REALIZADOS;6.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE COMUNICACION;GUAICHA GUAICHA FRANCO DAVID;0.0;BOLETINES DE PRENSA;NRO. DE BOLETINES REALIZADOS;40.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE COMUNICACION;GUAICHA GUAICHA FRANCO DAVID;0.0;ESTRATEGIAS PARA PROMOVER LA IMAGEN INSTITUCIONAL PARA LOS USUARIOS INTERNOS Y EXTERNOS;NRO. DE ESTRATEGIAS REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE COMUNICACION;GUAICHA GUAICHA FRANCO DAVID;0.0;PROMOCIÓN DE LA MISIÓN , VISIÓN Y VALORES DEL HOSPITAL;NRO. DE PROMOCIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE COMUNICACION;GUAICHA GUAICHA FRANCO DAVID;0.0;PUBLICACIONES, INFORMES, PRODUCCIÓN DEL HOSPITAL Y TODO LO REFERENTE A HECHOS TRASCENDENTALES DE LA INSTITUCIÓN, PARA CONOCIMIENTO DE LA POBLACIÓN;NRO. DE PUBLICACIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE COMUNICACION;GUAICHA GUAICHA FRANCO DAVID;0.0;PLAN DE COMUNICACIÓN DEL HOSPITAL;NRO. DE PLANES REALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE COMUNICACION;GUAICHA GUAICHA FRANCO DAVID;0.0;ASESORIA EN MATERIA DE COMUNICACION A LAS DIFERENTES ACTIVIDADES DEL HOSPITAL;NRO. DE ASESORIAS REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ATENCION AL USUARIO;PICOITA CASTRO JOSE LEONARDO;0.0;INFORMACIÓN PERSONALIZADA SOBRE UBICACIÓN DE PACIENTES INGRESADOS Y TEMAS GENERALES DE INFORMACIÓN DE CITAS DE PACIENTES UTILIZANDO LAS HERRAMIENTAS DE LA INTRANET, RESPETANDO LAS NORMAS VIGENTES EN CUANTO A LA CONFIDENCIALIDAD DE LOS DATOS Y PRESERVACIÓN DE LA INFORMACIÓN PERSONALIZADA;NRO. DE INFORMACION ENTREGADA;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ATENCION AL USUARIO;PICOITA CASTRO JOSE LEONARDO;0.0;REPRODUCCIÓN DE DOCUMENTOS PARA EL CIUDADANO (FOTOCOPIAS);NRO. DE REPRODUCCIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ATENCION AL USUARIO;PICOITA CASTRO JOSE LEONARDO;0.0;PETICION DE COPIA DEL EXPEDIENTE TECNICO DE HISTORIA CLI�NICA, INFORMES MEDICOS Y CAMBIO EXTRAORDINARIO DE ESPECIALISTA;NRO. DE PETICIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ATENCION AL USUARIO;PICOITA CASTRO JOSE LEONARDO;0.0;ENVÍO DE DOCUMENTACIÓN DE LOS PACIENTES A OTRAS INSTITUCIONES Y TRASLADO DE INFORMACIÓN A LAS UNIDADES O PROFESIONALES DE OTROS ÁMBITOS PARA LA RESOLUCIÓN DE PROBLEMAS CONCRETOS DE LOS CIUDADANOS, Y OTROS ASUNTOS DE INTERÉS;NRO. DE ENVIO DE DOCUMENTACIONREALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ATENCION AL USUARIO;PICOITA CASTRO JOSE LEONARDO;0.0;REPORTES CONSOLIDADOS DE RECLAMACIONES, QUEJAS Y SUGERENCIAS;NRO. DE REPORTES REALIZADOS;12.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ATENCION AL USUARIO;PICOITA CASTRO JOSE LEONARDO;0.0;DIFUSION DE LOS DERECHOS Y DEBERES A LOS PACIENTES, FAMILIARES Y ACOMPANATES, VELANDO POR SU OBLIGADO CUMPLIMIENTO;NRO. DE DIFUSIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ATENCION AL USUARIO;PICOITA CASTRO JOSE LEONARDO;0.0;PLAN DE ACOGIDA CON INFORMACIÓN CLARA, ÚTIL, COMPRENSIBLE E INTEGRADORA;NRO. DE PLANES ELABORADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ATENCION AL USUARIO;PICOITA CASTRO JOSE LEONARDO;0.0;INFORMACIÓN GENERAL SOBRE EL HOSPITAL, SU ORGANIZACIÓN Y LOS SERVICIOS QUE EN ÉL SE PRESTAN PARA SER PROPORCIONADA A LOS PACIENTES, FAMILIARES Y ACOMPAÑANTES;NRO. DE INFORMACION ENTREGADA;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;REPORTE DE ALTAS Y CONOCIMIENTO DE LA PREVISIÓN DE ALTAS;NRO. DE REPORTES REALIZADOS;9000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;MANUAL DE ACCESO Y USO DE LAS HISTORIAS CLINICAS, BAJO LOS CRITERIOS DE LA COMISION DE HISTORIAS CLI�NICAS;NRO. DE MANUALES DE ACCESO ELABORADOS;6000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;CODIFICACION DE DIAGNOSTICOS Y PROCEDIMIENTOS (CLASIFICACION INTERNACIONAL DE ENFERMEDADES) ACTUALIZADO;NRO. DE CODIFICACION DE DIAGNOSTICO REALIZADOS;5000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;PARTES QUIRARQUICOS, FORMALIZACION Y DIFUSION;NRO. DE PARTES QUIRURGICOS REALIZADOS;6.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;CENSO DE CAMAS;NRO. DE CENSOS REALIZADOS;1800.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;ASIGNACIÓN DE CAMA A LAS ORDENES DE INGRESO MÉDICAS;NRO. DE ASIGNACIONES REALIZADAS;6.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;PROGRAMACIÓN DE AGENDAS DE ATENCION A PACIENTES, DISENOS Y MANTENIMIENTO DE SU ESTRUCTURA;NRO. DE PROGRAMACIONES DE AGENDAS REALIZADAS;47000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;INDICADORES DEL SERVICIO DE ADMISIONES;NRO. DE INDICADORES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;CUSTODIA, MANTENIMIENTO Y ARCHIVO DE LA DOCUMENTACION CLÍNICO-ASISTENCIAL;NRO. DE CUSTODIAS REALIZADAS;100000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;APERTURA DE HISTORIA CLI�NICA, INTEGRACION, CENTRALIZACION Y NORMALIZACION DE OTRA DOCUMENTACION CLÍNICA;NRO. DEAPERTURAS DE HISTORIA CLINICA REALIZADAS;5200.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;REPORTES DE CLASIFICACIÓN, ASIGNACIÓN FUNCIONAL Y MAPA DE CAMAS ACTUALIZADO;NRO. DE REPORTES REALIZADOS;42.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;RECEPCION DE SOLICITUDES, CLASIFICACION, PRIORIZACION Y PROGRAMACION DE LOS INGRESOS;NRO. DE RECEPCIONES REALIZADAS;6000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;DEFINICIÓN DE PRESTACIONES, CÓDIGOS Y MANTENIMIENTO DE LAS HISTORIAS CLÍNICAS;NRO. DE PRESTACIONES REALIZADA;5000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;CRITERIOS DE FILIACION DE PACIENTES, MANTENIMIENTO Y ACTUALIZACION DEL FICHERO MAESTRO DE PACIENTES;NRO. DE CRITERIOS DE AFILIACION REALIZADOS;10000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;RECEPCION DE SOLICITUD DE CITA, ADECUACION, CLASIFICACION Y PRIORIZACION;NRO. DE RECEPCIONES REALIZADAS;10000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;SISTEMA DE CLASIFICACION DE PACIENTES;NRO. DE SISTEMAS DE CLASIFICACION REALIZADOS;36000.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE ADMISIONES;PICOITA CASTRO JOSE LEONARDO;0.0;SISTEMA DE INFORMACION HOMOGENEO, FIABLE Y SUFICIENTE QUE POSIBILITE LOS PROCESOS DE GESTION, LA ELABORACION DE INDICADORES DE RENDIMIENTO Y EPIDEMIOLAGICOS;NRO. DE SISTEMA DE INFORMACION REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;PLANES Y PROGRAMAS DE CAPACITACION DE DESARROLLO PERSONAL,BIENESTAR LABORAL Y SEGURIDAD OCUPACIONAL;NRO DE PLNAES REALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;CAPACITACIONES ESPECIALIZADAS Y PASANTIAS DE LOS PROFESIONALES DEL HOSPITAL;NRO  DE CAPACITACIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;PLAN DE PREVENCION Y RIESGOS Y SEGURIDAD LABORAL;NRO DE PLNAES REALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;INFORMES DE APLIACION DEL REGLAMENTO PARA CONSURSOS DE MERECIMIENTO Y OPOSICION;NRO DE INFORMES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;INFORMES DE CLASIFICACION DEPUESTOS, RECLUTAMIENTO, SELECCIÓN Y CONTRATACIONES;NRO DE INFORMES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;INFORMES SOBRE LOS SUMARIOS ADMINISTRATIVOS Y VISTOS BUENOS DEL PERSONAL DEL HOSPITAL;NRO DE INFORMES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;INFORMES SOBRE LOS ASPECTOS DISCIPLINARIOS DEL PERSONAL A LA GERENCIA HOSPITALARIA PARA LA APLICACION DE SANCION CORRESPONDIENTE;NRO DE INFORMES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;INFORMES DE OPTIMIZACIÓN DE RECURSOS HUMANOS;NRO DE INFORMES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;INFORMES DE CONTRATOS DE SERVICIOS OCASIONALES Y PROFESIONALES;NRO DE ACCIONES REALIZADAS;7.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;ACCIONES DE PERSONAL RELACIONADAS CON NOMBRAMIENTOS, CONTRATOS, ASCENSOS, TRASLADOS, REMOCIÓN, VACACIONES, PERMISOS, Y OTROS EN QUE TENGA QUE INTERVENIR SEGÚN NORMAS Y PROCEDIMIENTOS VIGENTES;NRO DE CALENDARIO ANUAL REALIZADO;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;CALENDARIO ANUAL DE VACACIONES DEL PERSONAL EN COORDINACIÓN CON LOS LÍDERES DE LAS UNIDADES Y SUPEDITADO A LA ACTIVIDAD ASISTENCIAL, APROBACIÓN DE LA GERENCIA HOSPITALARIA;NRO. DE CALENDARIOS ANUALES ELABORADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;SISTEMA DE CONTROL DE ASISTENCIA Y PERMANENCIA DEL PERSONAL EN SUS PUESTOS DE TRABAJO;NRO DE SISTEMAS DE CONTROL REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;EXPEDIENTES Y REGISTROS DEL PERSONAL DEL HOSPITAL;NRO DE EXPEDIENTES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;DISTRIBUTIVO DE FUNCIONES Y ACTIVIDADES DEL TALENTO HUMANO DE ACUERDO A LAS NECESIDADES DE LA INSTITUCIÓN;NRO DE ACTIVIDADES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;PLAN DE FORTALECIMIENTO INSTITUCIONAL Y MEJORAMIENTO CONTINUO;NRO DE PLANES REALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;INFORMES DE CREACION DE PARTIDAS Y SUPRESION DE PUESTOS DE RECURSOS HUMANOS;NRO DE INFORMES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;PLAN DE EVALUACION DEL DESEMPE�O E INFORME DE EJECUCION;NRO DE PLANES REALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;PLAN DE CAPACITACIÓN Y FORMACIÓN DE RECURSOS HUMANOS E INFORME DE EJECUCIÓN;NRO DE PLANES REALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;PLAN PARA SALIDA Y JUBILACIÓN DE SERVIDORES;NRO DE INFORMES REALIZADOS;7.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD DE TALENTO HUMANO;NEIRA HIDALGO MARIANELA;0.0;INFORMES DE EVALUACIÓN DE DESEMPEÑO DEL PERSONAL DEL HOSPITAL;NRO DE INFORMES REALIZADOS;1.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;ARCHIVO DE LA DOCUMENTACIÓN QUE RESPALDE LAS OPERACIONES PRESUPUESTARIAS;NRO DE ARCHIVO DE LA DOCUMENTACION REALIZADO;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;PROGRAMACION, FORMULACION, EJECUCION, EVALUACION Y LIQUIDACION DEL PRESUPUESTO INSTITUCIONAL EN COORDINACION CON LA UNIDAD DE PLANIFICACION, SEGUIMIENTO Y EVALUACION DE GESTION;NRO DE PROGRAMACIONES REALIZADAS;6.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;UNIDAD FINANCIERA;MONTESINOS POMA MARY ISABEL;0.0;CERTIFICACIONES PRESUPUESTARIAS QUE VALIDEN LOS GASTOS PREVISTOS DE CONFORMIDAD CON LAS PREVISIONES ESTABLECIDAS EN LAS LEYES, NORMAS, Y REGLAMENTOS VIGENTES Y EN COORDINACIÓN CON LA UNIDAD DE PLANIFICACIÓN, SEGUIMIENTO Y EVALUACIÓN DE GESTIÓN;NRO DE CERTIFICACIONES REALIZADAS;200.0;0.0;0.0;
